0.298039,0.439216,0.533333,0.674510,0.627451,0.580392,0.580392,0.533333,0.627451,0.768627,0.909804,0.956863,0.956863,0.862745,0.815686,0.815686,0.909804,0.956863,0.909804,0.768627,0.815686,0.000000,0.047059,0.000000,0.815686,0.627451,0.580392,0.533333,0.580392,0.627451,0.580392,0.486275,0.392157,0.250980,0.062745,0.972549,0.878431,0.878431,0.972549,0.015686,0.156863,0.250980,0.203922,0.109804,0.015686,0.015686,0.062745,0.972549,0.831373,0.737255,0.831373,0.925490,0.925490,0.878431,0.784314,0.737255,0.784314,0.831373,0.831373,0.878431,0.831373,0.690196,0.596078,0.831373,0.925490,0.972549,0.925490,0.925490,0.972549,0.015686,0.972549,0.015686,0.156863,0.062745,0.015686,0.015686,0.972549,0.925490,0.925490,0.972549,0.062745,0.109804,0.156863,0.203922,0.345098,0.486275,0.392157,0.250980,0.250980,0.250980,0.345098,0.392157,0.392157,0.345098,0.298039,0.392157,0.486275,0.674510,0.721569,0.721569,0.815686,0.862745,0.862745,0.815686,0.815686,0.862745,0.862745,0.909804,0.956863,0.000000,0.956863,0.909804,0.862745,0.956863,0.000000,0.815686,0.768627,0.768627,0.815686,0.862745,0.956863,0.956863,0.047059,0.094118,0.047059,0.909804,0.862745,0.862745,0.956863
0.156863,0.298039,0.298039,0.298039,0.392157,0.392157,0.439216,0.533333,0.674510,0.815686,0.956863,0.047059,0.047059,0.000000,0.956863,0.956863,0.000000,0.047059,0.956863,0.815686,0.862745,0.000000,0.047059,0.000000,0.862745,0.721569,0.627451,0.627451,0.627451,0.627451,0.533333,0.439216,0.345098,0.203922,0.109804,0.972549,0.925490,0.015686,0.109804,0.109804,0.203922,0.345098,0.345098,0.250980,0.156863,0.109804,0.062745,0.925490,0.784314,0.831373,0.878431,0.015686,0.015686,0.972549,0.925490,0.878431,0.831373,0.878431,0.925490,0.925490,0.831373,0.690196,0.596078,0.737255,0.925490,0.972549,0.925490,0.972549,0.156863,0.250980,0.203922,0.156863,0.156863,0.156863,0.109804,0.062745,0.062745,0.062745,0.109804,0.109804,0.156863,0.156863,0.156863,0.203922,0.298039,0.298039,0.298039,0.345098,0.345098,0.345098,0.439216,0.439216,0.439216,0.392157,0.392157,0.486275,0.533333,0.627451,0.674510,0.721569,0.721569,0.721569,0.721569,0.768627,0.909804,0.815686,0.768627,0.862745,0.956863,0.909804,0.956863,0.909804,0.909804,0.909804,0.862745,0.862745,0.815686,0.862745,0.909804,0.909804,0.909804,0.862745,0.909804,0.909804,0.956863,0.909804,0.862745,0.862745,0.862745
0.109804,0.156863,0.203922,0.298039,0.392157,0.533333,0.627451,0.674510,0.815686,0.909804,0.000000,0.094118,0.094118,0.094118,0.094118,0.047059,0.047059,0.047059,0.047059,0.909804,0.909804,0.047059,0.094118,0.047059,0.956863,0.815686,0.768627,0.721569,0.627451,0.533333,0.439216,0.345098,0.250980,0.156863,0.062745,0.972549,0.972549,0.109804,0.298039,0.345098,0.345098,0.486275,0.533333,0.533333,0.298039,0.203922,0.062745,0.878431,0.831373,0.972549,0.015686,0.156863,0.156863,0.156863,0.109804,0.015686,0.972549,0.972549,0.972549,0.925490,0.831373,0.690196,0.643137,0.737255,0.784314,0.925490,0.062745,0.062745,0.439216,0.486275,0.345098,0.250980,0.250980,0.250980,0.203922,0.203922,0.203922,0.203922,0.250980,0.250980,0.250980,0.250980,0.203922,0.203922,0.203922,0.250980,0.250980,0.345098,0.298039,0.345098,0.392157,0.486275,0.486275,0.439216,0.627451,0.721569,0.627451,0.627451,0.674510,0.580392,0.580392,0.721569,0.721569,0.768627,0.909804,0.815686,0.768627,0.815686,0.862745,0.909804,0.909804,0.909804,0.909804,0.909804,0.862745,0.815686,0.815686,0.862745,0.956863,0.000000,0.000000,0.909804,0.909804,0.909804,0.956863,0.862745,0.909804,0.956863,0.956863
0.109804,0.203922,0.298039,0.439216,0.580392,0.674510,0.768627,0.815686,0.956863,0.000000,0.047059,0.047059,0.094118,0.094118,0.094118,0.094118,0.094118,0.047059,0.047059,0.000000,0.000000,0.047059,0.094118,0.094118,0.000000,0.956863,0.862745,0.815686,0.674510,0.533333,0.345098,0.250980,0.203922,0.062745,0.972549,0.972549,0.109804,0.250980,0.439216,0.533333,0.533333,0.580392,0.627451,0.580392,0.439216,0.203922,0.015686,0.925490,0.925490,0.156863,0.298039,0.298039,0.345098,0.298039,0.203922,0.156863,0.062745,0.062745,0.156863,0.972549,0.784314,0.690196,0.643137,0.737255,0.831373,0.015686,0.015686,0.062745,0.345098,0.345098,0.250980,0.298039,0.345098,0.345098,0.298039,0.250980,0.250980,0.250980,0.250980,0.250980,0.250980,0.298039,0.250980,0.250980,0.250980,0.250980,0.298039,0.392157,0.345098,0.345098,0.392157,0.486275,0.486275,0.580392,0.627451,0.627451,0.627451,0.580392,0.533333,0.580392,0.580392,0.815686,0.721569,0.768627,0.721569,0.768627,0.721569,0.768627,0.768627,0.815686,0.862745,0.862745,0.909804,0.862745,0.862745,0.815686,0.909804,0.815686,0.909804,0.047059,0.094118,0.000000,0.909804,0.909804,0.768627,0.768627,0.768627,0.768627,0.768627
0.203922,0.345098,0.439216,0.580392,0.627451,0.721569,0.815686,0.000000,0.956863,0.047059,0.047059,0.956863,0.000000,0.000000,0.047059,0.141176,0.094118,0.000000,0.956863,0.956863,0.094118,0.094118,0.141176,0.094118,0.047059,0.000000,0.956863,0.862745,0.721569,0.627451,0.486275,0.345098,0.203922,0.109804,0.015686,0.972549,0.156863,0.392157,0.486275,0.533333,0.674510,0.674510,0.580392,0.486275,0.345098,0.156863,0.015686,0.925490,0.015686,0.250980,0.392157,0.439216,0.439216,0.392157,0.345098,0.203922,0.156863,0.062745,0.109804,0.972549,0.831373,0.690196,0.690196,0.784314,0.925490,0.972549,0.015686,0.109804,0.203922,0.156863,0.250980,0.298039,0.392157,0.392157,0.345098,0.345098,0.298039,0.250980,0.250980,0.250980,0.298039,0.298039,0.250980,0.250980,0.298039,0.298039,0.392157,0.439216,0.392157,0.345098,0.345098,0.392157,0.486275,0.580392,0.533333,0.439216,0.486275,0.486275,0.486275,0.533333,0.627451,0.627451,0.674510,0.721569,0.674510,0.674510,0.721569,0.815686,0.815686,0.862745,0.909804,0.862745,0.862745,0.862745,0.862745,0.768627,0.721569,0.815686,0.815686,0.909804,0.000000,0.047059,0.000000,0.862745,0.721569,0.674510,0.580392,0.392157,0.486275
0.345098,0.439216,0.533333,0.721569,0.674510,0.721569,0.721569,0.862745,0.862745,0.768627,0.768627,0.862745,0.956863,0.956863,0.047059,0.094118,0.047059,0.956863,0.956863,0.000000,0.047059,0.047059,0.047059,0.047059,0.094118,0.047059,0.000000,0.909804,0.815686,0.674510,0.580392,0.439216,0.298039,0.156863,0.062745,0.062745,0.109804,0.298039,0.486275,0.627451,0.627451,0.674510,0.627451,0.533333,0.345098,0.203922,0.062745,0.972549,0.203922,0.298039,0.439216,0.533333,0.533333,0.486275,0.392157,0.250980,0.203922,0.156863,0.109804,0.015686,0.784314,0.643137,0.784314,0.972549,0.972549,0.972549,0.109804,0.203922,0.062745,0.203922,0.298039,0.345098,0.439216,0.439216,0.439216,0.392157,0.298039,0.250980,0.298039,0.298039,0.298039,0.298039,0.298039,0.298039,0.298039,0.439216,0.486275,0.533333,0.486275,0.392157,0.345098,0.392157,0.392157,0.439216,0.298039,0.345098,0.439216,0.486275,0.580392,0.627451,0.627451,0.627451,0.674510,0.674510,0.674510,0.674510,0.721569,0.768627,0.815686,0.956863,0.768627,0.815686,0.815686,0.909804,0.909804,0.862745,0.768627,0.768627,0.815686,0.909804,0.956863,0.047059,0.047059,0.956863,0.815686,0.674510,0.533333,0.439216,0.345098
0.345098,0.486275,0.486275,0.486275,0.486275,0.627451,0.627451,0.580392,0.721569,0.580392,0.533333,0.674510,0.862745,0.956863,0.047059,0.047059,0.000000,0.909804,0.000000,0.047059,0.000000,0.047059,0.047059,0.956863,0.047059,0.047059,0.047059,0.956863,0.862745,0.768627,0.627451,0.486275,0.345098,0.156863,0.156863,0.156863,0.156863,0.203922,0.486275,0.580392,0.533333,0.627451,0.627451,0.580392,0.439216,0.298039,0.156863,0.062745,0.156863,0.439216,0.439216,0.533333,0.580392,0.486275,0.392157,0.345098,0.156863,0.109804,0.156863,0.015686,0.784314,0.737255,0.925490,0.062745,0.015686,0.972549,0.015686,0.062745,0.109804,0.250980,0.345098,0.439216,0.439216,0.486275,0.486275,0.439216,0.345098,0.298039,0.345098,0.345098,0.345098,0.345098,0.345098,0.298039,0.345098,0.439216,0.533333,0.580392,0.486275,0.439216,0.533333,0.439216,0.298039,0.250980,0.250980,0.250980,0.392157,0.486275,0.533333,0.627451,0.674510,0.580392,0.627451,0.674510,0.627451,0.674510,0.721569,0.768627,0.862745,0.862745,0.862745,0.862745,0.862745,0.909804,0.956863,0.956863,0.909804,0.862745,0.862745,0.909804,0.956863,0.956863,0.047059,0.000000,0.862745,0.768627,0.674510,0.533333,0.439216
0.109804,0.298039,0.250980,0.298039,0.392157,0.533333,0.533333,0.392157,0.345098,0.486275,0.580392,0.721569,0.815686,0.862745,0.909804,0.909804,0.862745,0.768627,0.721569,0.956863,0.956863,0.000000,0.141176,0.047059,0.956863,0.000000,0.000000,0.956863,0.909804,0.815686,0.674510,0.533333,0.392157,0.250980,0.298039,0.345098,0.298039,0.250980,0.345098,0.486275,0.627451,0.580392,0.627451,0.580392,0.533333,0.439216,0.298039,0.109804,0.156863,0.439216,0.533333,0.580392,0.580392,0.486275,0.392157,0.345098,0.203922,0.062745,0.109804,0.015686,0.878431,0.831373,0.109804,0.062745,0.925490,0.925490,0.972549,0.062745,0.156863,0.298039,0.439216,0.486275,0.486275,0.533333,0.486275,0.439216,0.392157,0.345098,0.345098,0.345098,0.345098,0.345098,0.345098,0.345098,0.392157,0.439216,0.533333,0.580392,0.533333,0.533333,0.533333,0.486275,0.298039,0.345098,0.392157,0.392157,0.439216,0.486275,0.533333,0.627451,0.627451,0.627451,0.674510,0.721569,0.721569,0.721569,0.768627,0.815686,0.815686,0.862745,0.956863,0.000000,0.047059,0.047059,0.094118,0.047059,0.956863,0.862745,0.862745,0.956863,0.000000,0.047059,0.000000,0.000000,0.909804,0.815686,0.721569,0.580392,0.486275
0.015686,0.109804,0.156863,0.156863,0.392157,0.486275,0.345098,0.298039,0.439216,0.674510,0.768627,0.768627,0.768627,0.768627,0.815686,0.815686,0.768627,0.580392,0.486275,0.580392,0.721569,0.815686,0.956863,0.047059,0.956863,0.909804,0.909804,0.909804,0.909804,0.815686,0.674510,0.533333,0.439216,0.345098,0.486275,0.580392,0.486275,0.345098,0.439216,0.533333,0.533333,0.580392,0.580392,0.580392,0.533333,0.439216,0.298039,0.203922,0.298039,0.486275,0.533333,0.580392,0.580392,0.533333,0.486275,0.392157,0.203922,0.109804,0.109804,0.156863,0.015686,0.925490,0.015686,0.972549,0.972549,0.972549,0.972549,0.015686,0.156863,0.298039,0.392157,0.533333,0.533333,0.533333,0.486275,0.439216,0.392157,0.345098,0.345098,0.345098,0.345098,0.345098,0.345098,0.345098,0.345098,0.439216,0.486275,0.580392,0.580392,0.674510,0.627451,0.533333,0.392157,0.392157,0.486275,0.439216,0.439216,0.439216,0.533333,0.580392,0.674510,0.721569,0.721569,0.768627,0.768627,0.768627,0.909804,0.862745,0.815686,0.815686,0.909804,0.000000,0.047059,0.141176,0.141176,0.094118,0.000000,0.862745,0.909804,0.956863,0.047059,0.047059,0.000000,0.956863,0.862745,0.815686,0.721569,0.627451,0.533333
0.062745,0.109804,0.156863,0.109804,0.250980,0.392157,0.345098,0.392157,0.627451,0.768627,0.674510,0.721569,0.768627,0.721569,0.721569,0.768627,0.674510,0.486275,0.345098,0.345098,0.439216,0.580392,0.580392,0.956863,0.000000,0.956863,0.862745,0.909804,0.862745,0.815686,0.721569,0.580392,0.439216,0.533333,0.627451,0.768627,0.627451,0.486275,0.533333,0.674510,0.674510,0.627451,0.580392,0.533333,0.486275,0.439216,0.345098,0.345098,0.345098,0.533333,0.580392,0.674510,0.674510,0.533333,0.392157,0.156863,0.203922,0.156863,0.109804,0.062745,0.015686,0.015686,0.062745,0.972549,0.015686,0.972549,0.925490,0.972549,0.109804,0.250980,0.345098,0.533333,0.533333,0.580392,0.533333,0.439216,0.392157,0.345098,0.298039,0.298039,0.298039,0.298039,0.298039,0.345098,0.345098,0.345098,0.533333,0.627451,0.768627,0.627451,0.580392,0.533333,0.580392,0.439216,0.439216,0.486275,0.392157,0.486275,0.580392,0.533333,0.721569,0.815686,0.768627,0.815686,0.862745,0.815686,0.862745,0.815686,0.768627,0.815686,0.909804,0.909804,0.047059,0.094118,0.141176,0.141176,0.047059,0.909804,0.956863,0.000000,0.000000,0.000000,0.000000,0.862745,0.721569,0.721569,0.721569,0.674510,0.580392
